#lab INRiM MiCa
#hv keithley6487
#s CNTArO2Etching_AsGrown
#t 2.7 
#d 1.5
#N 20
#dbm 2
#
#Voltage	Current	SD
#V	pA
403.200000	-872.610200	0.344817
403.400000	-876.856500	0.470217
403.600000	-880.934300	0.486624
403.800000	-885.584100	0.361308
404.000000	-889.664500	0.407133
404.200000	-893.303900	0.542013
404.400000	-896.046100	0.702090
404.600000	-897.890400	0.364330
404.800000	-900.566600	0.523102
405.000000	-903.550100	0.484075
405.200000	-905.925800	0.468167
405.400000	-908.689600	0.510024
405.600000	-912.382900	0.465504
405.800000	-916.606500	0.453357
406.000000	-920.193000	1.692661
406.200000	-925.848900	0.424524
406.400000	-939.734700	0.467036
406.600000	-947.359500	0.435787
406.800000	-952.299500	0.406250
407.000000	-955.471700	0.485611
407.200000	-958.339900	0.448098
407.400000	-962.406400	0.421075
407.600000	-967.715700	0.316306
407.800000	-973.088200	0.461922
408.000000	-977.961200	0.394645
408.200000	-983.112900	0.463153
408.400000	-988.028500	0.435702
408.600000	-992.927400	0.348709
408.800000	-1004.205000	0.782347
409.000000	-1014.159000	0.595042
409.200000	-1022.699000	0.774338
409.400000	-1032.079000	0.671904
409.600000	-1043.863000	0.725983
409.800000	-1064.143000	0.804033
410.000000	-1077.809000	0.991775
