AsGrown (m),Mild (m),Strong (m)
2.31581966246966e-08,6.78516173836930e-09,1.08622246681003e-08
2.31060931363803e-08,6.48713564387729e-09,1.11158599908497e-08
2.30116551905122e-08,6.00511758565360e-09,1.09918080425169e-08
2.31305043696482e-08,6.25781703842521e-09,1.10707713918796e-08
2.32211368416571e-08,6.93339948404412e-09,9.07551166236903e-09
2.34903687944240e-08,7.88237217911273e-09,9.12339550027241e-09
2.38360445432839e-08,7.57042914006046e-09,9.30476929194403e-09
2.41045407650843e-08,7.40330029278840e-09,9.18129285334953e-09
2.45431960825260e-08,7.24046263825745e-09,9.42659998650222e-09
2.48130769710039e-08,7.85723477005115e-09,9.50024221144341e-09
2.49365919525869e-08,8.71178556008623e-09,9.47583971798397e-09
2.49397581913698e-08,8.77119279817806e-09,9.25466822227654e-09
2.42053674711470e-08,6.86703190775691e-09,9.53446971939146e-09
2.36212942364500e-08,6.85649001135168e-09,1.03645059326150e-08
2.38322909884224e-08,6.85530678625806e-09,1.41145617378804e-08
2.43222409256650e-08,7.23307634615281e-09,1.34041600968154e-08
2.51928518948878e-08,7.98287027741227e-09,1.31282989184349e-08
2.58219929645686e-08,8.19896828248774e-09,1.21633563547478e-08
2.62870474072595e-08,8.23680575558701e-09,1.19344621313105e-08
2.62325024565394e-08,8.12874497469886e-09,1.24553190397016e-08
2.46148942881997e-08,8.68779185006333e-09,1.26684885435795e-08
2.45675616141694e-08,7.86348546567116e-09,1.24430778765066e-08
2.38027284173688e-08,6.83374189341495e-09,1.28977241548650e-08
2.39185226225667e-08,7.01063620154586e-09,1.08962316575153e-08
2.41953049464388e-08,7.30281524451179e-09,1.06653166073206e-08
2.40124612518433e-08,7.02883855635330e-09,1.07156264456438e-08
2.37636185929250e-08,6.96160520592981e-09,1.08591880565368e-08
2.32313566367988e-08,6.91186562550574e-09,1.06999258542087e-08
2.30578664440614e-08,7.23519843909085e-09,1.11187369658815e-08
2.27738580501872e-08,7.08282828158248e-09,1.11605026825548e-08
2.24300439619159e-08,6.83066691063940e-09,1.14818720530665e-08
2.22160136363573e-08,7.27515406853273e-09,1.13303853818747e-08
2.18458007095402e-08,7.48593411847332e-09,1.44090302505849e-08
2.15053494417894e-08,7.85382202025163e-09,1.68202956131824e-08
2.13272522083299e-08,7.69218095211269e-09,1.67844858761954e-08
2.13580590586393e-08,7.22630993665029e-09,1.69365412610288e-08
2.12373581102977e-08,6.76861742798184e-09,1.65826749108434e-08
2.13826881597223e-08,6.56555898776054e-09,1.72167972499804e-08
2.13947742245062e-08,6.42525757364436e-09,1.74374642788384e-08
2.15404142389386e-08,5.39622459143686e-09,1.78793689169348e-08
2.17223407331075e-08,5.63198031599029e-09,1.78445401018935e-08
2.20469372454429e-08,5.92035600809306e-09,1.62163901525179e-08
2.24861359795162e-08,6.20587808406454e-09,1.43266732306873e-08
2.29020314265159e-08,7.39394010702177e-09,1.48947886918788e-08
2.32940097058512e-08,6.50057717299330e-09,1.39424647877377e-08
2.37925715280355e-08,6.88998368725562e-09,1.27748874465725e-08
2.40716552311671e-08,7.17640005053295e-09,1.20025366274420e-08
2.42799678951017e-08,6.95378669296465e-09,1.17491740719714e-08
2.46559098333262e-08,6.57041083277900e-09,1.14600368521457e-08
2.51424261123801e-08,7.32476495866978e-09,1.17896349214084e-08
2.54586859737107e-08,7.98306270866808e-09,1.20134351010811e-08
2.56125631873993e-08,7.19380421143885e-09,1.20509028333013e-08
2.55589865509894e-08,7.32932077232122e-09,1.13682365810382e-08
2.60099883097218e-08,9.31932361697962e-09,1.19495286174564e-08
2.61599986329164e-08,8.95020618972384e-09,1.11517121072302e-08
2.60552893169577e-08,1.00433844664526e-08,1.08881901415166e-08
2.61953721427961e-08,8.55703721717101e-09,1.03072656338034e-08
2.60175226638568e-08,8.32273230954330e-09,9.70488073544488e-09
2.60040486565996e-08,9.48238262334742e-09,8.93686477330508e-09
2.62126546966965e-08,9.21616793043651e-09,8.68034848111211e-09
2.62534403912755e-08,8.40392307210933e-09,8.42613100603815e-09
2.64694632041557e-08,8.40847945137878e-09,8.37251717898164e-09
2.66380013651375e-08,8.29822391963294e-09,8.52976655102662e-09
2.68610337008386e-08,7.99022485000439e-09,8.80371412517594e-09
2.64512543035707e-08,7.66808066536140e-09,9.10923525436546e-09
2.64747889170085e-08,6.96428511895223e-09,9.33962780360953e-09
2.63246856215602e-08,7.04568019061805e-09,9.99859860095584e-09
2.64579381196351e-08,7.08588725064013e-09,1.04159422813201e-08
2.64650577579448e-08,7.06634779803586e-09,1.03493777188872e-08
2.63441400985846e-08,7.27720683850784e-09,1.01285769831974e-08
2.65683153754492e-08,6.66799167236702e-09,1.05440097819731e-08
2.65535547960728e-08,6.64676887936687e-09,1.11187273526261e-08
2.64875217928593e-08,6.85847906085693e-09,1.14300524285727e-08
2.64318933317122e-08,6.96858994703185e-09,1.20815083827586e-08
2.61932407203792e-08,7.01596732144031e-09,1.16963799634015e-08
2.60293497275019e-08,7.14517219529279e-09,1.07755747417696e-08
2.61166924849428e-08,7.01970294654716e-09,1.15794203835355e-08
2.61957713536745e-08,7.07699150525229e-09,1.19347421901696e-08
2.62372039208766e-08,7.31017005371362e-09,1.25232265505183e-08
2.63617052452361e-08,7.33955419793782e-09,1.27387686590360e-08
2.65022778983563e-08,6.95300367231061e-09,1.25818175284633e-08
2.65170437313417e-08,6.63230210369170e-09,1.20969241643583e-08
2.65656055789311e-08,6.48419135775656e-09,1.18529757852031e-08
2.68094596754015e-08,6.41504579430682e-09,1.15683303050833e-08
2.69703502242262e-08,5.23624517674417e-09,1.13905126826425e-08
2.71367026476277e-08,5.66345466429166e-09,1.17347287107329e-08
2.70654984132003e-08,4.81896230523249e-09,1.24254272223932e-08
2.70363888468816e-08,5.11900202415173e-09,1.29955963777196e-08
2.68712141460880e-08,5.20274787147534e-09,1.34383673042052e-08
2.70838243747829e-08,4.97615205442806e-09,1.32389315729665e-08
2.72198229784518e-08,5.33882607618705e-09,1.29800530918983e-08
2.71632099226189e-08,5.31127650955007e-09,1.27401522560165e-08
2.71482659792292e-08,5.86344839730079e-09,1.22567956742069e-08
2.14454868820076e-08,5.56512413630638e-09,1.20034515948600e-08
2.33954408710214e-08,5.47347655596997e-09,1.21652892568838e-08
2.35244957296189e-08,5.73121371486300e-09,1.19243960740913e-08
2.33188289700360e-08,5.59741815869752e-09,1.17850426463149e-08
2.28590553735082e-08,5.74185045090678e-09,1.24498722089158e-08
2.25779014844266e-08,6.06702817467993e-09,1.22352466321125e-08
2.20536977077421e-08,6.43647115931071e-09,1.27624037840523e-08
2.14859919094170e-08,7.09133904303894e-09,1.28420052471947e-08
2.09854360505094e-08,7.10739247441629e-09,1.26077559909958e-08
2.05860527957168e-08,7.28063817539823e-09,1.24639403866663e-08
2.03888109175012e-08,7.91562094091751e-09,1.20620073943670e-08
2.00683746318770e-08,8.36442923288312e-09,1.15739841322484e-08
1.99876152184455e-08,7.43877007920362e-09,1.16558356815025e-08
1.97786334242433e-08,7.20631534319102e-09,1.15605693255923e-08
1.95896029861462e-08,7.64744646832532e-09,1.16767380977701e-08
1.95026581774083e-08,7.65386786083422e-09,1.19288475733869e-08
1.94922942709786e-08,7.59379912404873e-09,1.23369298541752e-08
1.95951989413285e-08,6.89941676065662e-09,1.27590668195535e-08
1.97201131270043e-08,6.56581635473602e-09,1.29791990379726e-08
1.96634999843290e-08,6.70952726546727e-09,1.29884519080955e-08
1.98699484474514e-08,7.12488192870648e-09,1.28864615339560e-08
1.98127498518667e-08,7.27135867319340e-09,1.30515938320607e-08
1.98429056212846e-08,7.04798609640197e-09,1.28189915001085e-08
1.97477606175692e-08,7.43279810836157e-09,1.25377978917730e-08
1.97568820882349e-08,7.48173087962166e-09,1.24056097105085e-08
1.96988745976300e-08,7.64873252738731e-09,1.19001418547911e-08
1.93305345953643e-08,7.34709639686289e-09,1.18769912169026e-08
1.90425393223459e-08,7.15129011265845e-09,1.18556915483673e-08
1.85722006285008e-08,7.36902626086689e-09,1.20148388028352e-08
1.85010281334398e-08,7.60463045314945e-09,1.18791874582826e-08
1.81376833893857e-08,8.27225677789748e-09,1.27176127233770e-08
1.78058409661939e-08,8.05716892669181e-09,1.36993219920831e-08
1.76317825406424e-08,7.87790126418187e-09,1.45603552186746e-08
1.77957361197676e-08,7.44304229629592e-09,1.42118864043274e-08
1.77578534374244e-08,7.15320406811505e-09,1.31389129562109e-08
1.78521907470971e-08,7.33634732626778e-09,1.26902678870251e-08
1.74452530233196e-08,6.84842719893685e-09,1.29075118068553e-08
1.72493420657957e-08,6.74946184619961e-09,1.28617318790331e-08
1.72040742551568e-08,6.54105652388817e-09,1.34794031843443e-08
1.73910346451209e-08,5.14685837871307e-09,1.31093134347371e-08
1.71220114545893e-08,6.14501437633260e-09,1.27159188035377e-08
1.68097777821183e-08,6.54521948219840e-09,1.24414731756051e-08
1.66657026347039e-08,7.52060952719409e-09,1.24079654847401e-08
1.65689567011402e-08,8.77495960910709e-09,1.25181389739259e-08
1.66129028519878e-08,9.74636157430169e-09,1.25336090503189e-08
1.66879913195619e-08,9.53502806580122e-09,1.28216753509264e-08
1.67334522551793e-08,8.21439265498334e-09,1.31208682366368e-08
1.67163935108475e-08,6.88412829240104e-09,1.37108054503879e-08
1.66719656847645e-08,9.99340352801091e-09,1.46556069392518e-08
1.66462526961791e-08,9.34822165843150e-09,1.45878593755394e-08
1.62989160558627e-08,8.58192361518247e-09,1.51492693479259e-08
1.59581758510760e-08,8.80161030877810e-09,1.62921792755593e-08
1.58424924623047e-08,8.92661551089848e-09,1.60524322968431e-08
1.55027589197652e-08,9.65789354117433e-09,1.66596196896592e-08
1.51355396887986e-08,9.71767164736939e-09,1.57245208758580e-08
1.47710966863475e-08,9.30044103112167e-09,1.56559093720115e-08
1.44307997351864e-08,9.39009564882087e-09,1.52818670488609e-08
1.42319481759543e-08,9.13029742877733e-09,1.50333815395303e-08
1.38595542367941e-08,8.51888054127098e-09,1.44295408465893e-08
1.37597472377960e-08,8.64607740105036e-09,1.41679129204014e-08
1.35322608937531e-08,8.24832480204758e-09,1.43824901843062e-08
1.35113211972785e-08,8.32107091259215e-09,1.45883063250144e-08
1.35166909516912e-08,8.03694350608736e-09,1.51019647640164e-08
1.33865720937562e-08,7.75390079298933e-09,1.68000201571676e-08
1.32409900907215e-08,8.94704630448285e-09,1.64073175921635e-08
1.32097439431100e-08,9.48919370328929e-09,1.60916160995956e-08
1.30774944169670e-08,1.00044925464858e-08,1.60377451379292e-08
1.31760857817027e-08,8.99207322617635e-09,1.59091593167558e-08
1.31519534795704e-08,8.54121177715773e-09,1.58280396457604e-08
1.30874324345702e-08,8.02438818325352e-09,1.54890345266565e-08
1.31082963833619e-08,8.62895449984130e-09,1.51081253533673e-08
1.31919380529765e-08,7.63211212675151e-09,1.50708774639789e-08
1.32735819741509e-08,7.86079428063104e-09,1.53516042542685e-08
1.33253790557438e-08,8.47655247770564e-09,1.52517135708978e-08
1.33971931782613e-08,8.75949928414206e-09,1.51576235711776e-08
1.34660979714341e-08,8.56695396327036e-09,1.48710410859345e-08
1.35665027935475e-08,8.21809242847566e-09,1.44970454751628e-08
1.36008987877748e-08,7.73241418724348e-09,1.41963754633872e-08
1.36347483854834e-08,7.94631323938739e-09,1.39355902472225e-08
1.36997387064506e-08,8.69045054072183e-09,1.46513131943822e-08
1.37104367570066e-08,8.81449319492647e-09,1.50695796962197e-08
1.36060847388528e-08,9.18576712395349e-09,1.51370972355086e-08
1.36180289472457e-08,8.78633485568437e-09,1.44394631278699e-08
1.32482832061246e-08,8.70647226307853e-09,1.48671431794675e-08
1.28644390822866e-08,8.30276439246150e-09,1.45337107902178e-08
1.28170029710811e-08,7.67185062775657e-09,1.45497933192852e-08
1.27214874198141e-08,7.49844737772759e-09,1.42261781711892e-08
1.25857255949011e-08,7.71623350846853e-09,1.41343697251442e-08
1.26824187113707e-08,7.38218835403353e-09,1.36013327003607e-08
1.26253575788553e-08,7.21789229948118e-09,1.38079713595610e-08
1.23207368643224e-08,7.75007137572470e-09,1.49345148821593e-08
1.22596237039319e-08,7.49385963151192e-09,1.51802333456984e-08
1.21735219055262e-08,7.29669390082276e-09,1.42921113810296e-08
1.21188519053275e-08,7.18442610207389e-09,1.33759304157138e-08
1.19566379131267e-08,7.00311820389765e-09,1.30491850988156e-08
1.17373165848967e-08,6.91559784947917e-09,1.22299217438150e-08
1.15120671664725e-08,7.50056490827841e-09,1.28030609227514e-08
1.13409815174445e-08,8.58631963411316e-09,1.23200899068455e-08
1.09780179688246e-08,9.31931423074265e-09,1.28313152972637e-08
1.09122534010186e-08,8.41562309945755e-09,1.29624520230823e-08
1.08395739191508e-08,7.81938284945026e-09,1.28710008332201e-08
1.05872533250264e-08,9.06246830416613e-09,1.29959390420822e-08
1.02918381266664e-08,9.39672029358475e-09,1.29452084894540e-08
1.01397892264991e-08,9.43979899101211e-09,1.29454848051812e-08
9.88019142920299e-09,1.03989650132254e-08,1.27956769210969e-08
9.83703704592846e-09,8.96435910648923e-09,1.29427809453604e-08
9.74581118739454e-09,8.06924327067609e-09,1.29209002132763e-08
9.64914609349134e-09,7.92859026283752e-09,1.29453226346477e-08
9.44019927259033e-09,8.22655130967910e-09,1.32576210921597e-08
9.45836232377215e-09,8.09878641442427e-09,1.32886942052416e-08
9.47470977666681e-09,7.96423658471741e-09,1.35011528437077e-08
9.60259217042787e-09,8.13580737674680e-09,1.37231720478786e-08
9.76788898851213e-09,8.71817434008361e-09,1.43411498216281e-08
1.00767540781593e-08,9.08164557691454e-09,1.47106992592770e-08
1.04377154517905e-08,9.16910415435270e-09,1.48496195518177e-08
1.11389102110867e-08,1.00667623537053e-08,1.58703095679569e-08
1.25150885721594e-08,1.00476765396001e-08,1.61418492277158e-08
1.34667594989307e-08,9.46935366491581e-09,1.63541392532391e-08
1.32456915345894e-08,8.65796656883696e-09,1.58157214579077e-08
1.15371655149362e-08,9.29788124990195e-09,1.68099976433948e-08
1.08997775807797e-08,8.66282690078335e-09,1.72833786152630e-08
1.07098195907080e-08,8.88563381215745e-09,1.74328913909660e-08
1.09628204297576e-08,8.55803962652990e-09,1.73316931396709e-08
1.11698864086231e-08,8.41654425563753e-09,1.70216340149859e-08
1.13147307555464e-08,8.38205971794612e-09,1.62855957280543e-08
1.16306247317134e-08,9.19224147711267e-09,1.61853749863711e-08
1.18615587902735e-08,8.96246121356950e-09,1.61883288753267e-08
1.21920410121267e-08,9.40429193564571e-09,1.64061953528144e-08
1.24286382904864e-08,9.38796257782304e-09,1.67018462875349e-08
1.28050650849118e-08,1.01419390798030e-08,1.62418764677483e-08
1.30564752824996e-08,1.02555986420651e-08,1.58852853680680e-08
1.33382041320235e-08,1.03513214125548e-08,1.58910910218782e-08
1.37785347097623e-08,9.86903435778671e-09,1.64003826255440e-08
1.39352285188852e-08,9.84949736124182e-09,1.75402399936267e-08
1.40691243442649e-08,1.05308468261943e-08,1.93949274066859e-08
1.43705478179803e-08,9.86752297235909e-09,2.00492267417577e-08
1.45919521597161e-08,9.94967729546260e-09,1.96376929597481e-08
1.48977957284703e-08,9.14235360670896e-09,1.75620134618366e-08
1.51090244832681e-08,9.04609291864397e-09,1.62377615813819e-08
1.53059213015499e-08,1.00574271162295e-08,1.60897264237175e-08
1.56567165330083e-08,1.02813391897532e-08,1.69066067564846e-08
1.60550989544989e-08,1.06899335983311e-08,1.71778447510906e-08
1.63051098585387e-08,1.02151951979073e-08,1.77160661576469e-08
1.63898867476869e-08,1.01911947693460e-08,1.76222166812378e-08
1.66902809547657e-08,1.05760813442864e-08,1.76442464177508e-08
1.69646732410540e-08,1.01621167809165e-08,1.88436263494238e-08
1.70723042305541e-08,9.88312744329922e-09,1.97490343084805e-08
1.72034895383964e-08,9.82106747895260e-09,1.74138526461215e-08
1.74073077194387e-08,9.61897612708500e-09,1.85407495918468e-08
1.75311528424611e-08,9.83195716918698e-09,1.93122482272454e-08
1.75215192200006e-08,1.03599626255664e-08,1.86760783925089e-08
1.74820380585532e-08,1.04601569011318e-08,1.76903073782763e-08
1.74633383056309e-08,1.06872061791024e-08,1.76207567386797e-08
1.74242286827516e-08,1.08614307128964e-08,1.76161897461674e-08
1.75420558501642e-08,9.81393982140084e-09,1.77614051240072e-08
1.78369308676167e-08,9.43766789958010e-09,1.80026063217055e-08
1.79865356581740e-08,9.90650414107559e-09,1.87872238822944e-08
1.81152927782306e-08,9.73955445633714e-09,1.83590852259525e-08
1.83231547304953e-08,9.25738489629144e-09,1.62715446445611e-08
1.84372133088039e-08,8.88053904481539e-09,1.48756408491636e-08
1.85009999470584e-08,8.76991047483844e-09,1.53535015524023e-08
1.83680463260050e-08,8.37613680441249e-09,1.41591160791656e-08
1.82714659032200e-08,8.46028954195661e-09,1.46185584870793e-08
1.81723975907820e-08,8.36678585372501e-09,1.45728308857777e-08
1.79751635836820e-08,8.76039124078183e-09,1.42953681607086e-08
1.78567622015590e-08,8.68202818017760e-09,1.51509866852059e-08
1.76280315516420e-08,8.90388857629456e-09,1.55854470717182e-08
1.69669141630080e-08,8.30699161791630e-09,1.55044422755401e-08
1.60650895144875e-08,8.83206434319779e-09,1.48692221582664e-08
1.53212002553070e-08,8.77635866403469e-09,1.45917881415104e-08
1.47513057800908e-08,8.33333493090627e-09,1.41328715709235e-08
1.45122624291758e-08,8.59148305979082e-09,1.39508796384254e-08
1.44137923746932e-08,8.35983501434442e-09,1.44778553004457e-08
1.44862089152169e-08,8.49464649094226e-09,1.47061654177645e-08
1.49397200175193e-08,8.53814627593894e-09,1.49268288964645e-08
1.47047765258295e-08,9.19472690413568e-09,1.47643186673490e-08
1.50199251974043e-08,9.37309263405290e-09,1.47709225528876e-08
1.53068766867526e-08,9.32174559039488e-09,1.45170541382133e-08
1.51812817542446e-08,9.50592350911337e-09,1.47255364072602e-08
1.48347459730990e-08,9.63394850464012e-09,1.44988242373772e-08
1.49221838899753e-08,1.01826354558509e-08,1.47318919441475e-08
1.37510383049341e-08,8.88886961064403e-09,1.49316951505986e-08
1.63751896574628e-08,9.07738318527201e-09,1.56015101828633e-08
1.90327550832949e-08,9.07225979207497e-09,1.50393539572314e-08
1.96211835172303e-08,8.85826607863552e-09,1.45318779215468e-08
1.96829795621066e-08,9.07668399588955e-09,1.41217160937688e-08
1.98464806468148e-08,9.04728637649027e-09,1.34411615822209e-08
2.00462805543239e-08,8.78961778227057e-09,1.25929539436834e-08
2.04946756319790e-08,8.38404143022813e-09,1.21781687365078e-08
2.11150528963915e-08,8.11267608862859e-09,1.22683717106702e-08
2.17797860562306e-08,8.06636809343574e-09,1.17897868656044e-08
2.23683368353751e-08,8.54693603607497e-09,1.16931652538060e-08
2.29375040284400e-08,8.38680685188455e-09,1.16944064444341e-08
2.34643701439403e-08,8.68624416939328e-09,1.18829939113265e-08
2.41165546452787e-08,8.32604966800957e-09,1.18455233712145e-08
2.46504553299058e-08,8.23959340181053e-09,1.20523366850827e-08
2.50552243198739e-08,7.95063296534154e-09,1.17171166810893e-08
2.55122551164395e-08,7.86765554517950e-09,1.20678522255426e-08
2.57534260383799e-08,7.63731781898334e-09,1.26909941337193e-08
2.59175729514492e-08,7.90904075178255e-09,1.35810734879468e-08
2.60527516204100e-08,7.76869030146910e-09,1.50485483594748e-08
2.62773271297453e-08,7.60184210452277e-09,1.51168609145323e-08
2.63280859967655e-08,7.25786571559873e-09,1.46737915761970e-08
2.64849817438328e-08,7.75276705555797e-09,1.48234248824140e-08
2.66413070948454e-08,7.80417140571813e-09,1.43344037206135e-08
2.26368612279227e-08,8.68605826132806e-09,1.39906268700508e-08
2.00963696437474e-08,8.98381425559763e-09,1.38473780705080e-08
1.61334230520614e-08,8.56152060082430e-09,1.33833954779003e-08
1.56234936242893e-08,8.12675161224984e-09,1.34813297357469e-08
1.57036259575845e-08,8.90840046582071e-09,1.29365939719478e-08
1.58949437940969e-08,9.20486397615702e-09,1.26007877430982e-08
1.59698852010247e-08,8.86056166899956e-09,1.18756143223124e-08
1.60051051365869e-08,8.99465060502096e-09,1.15449777110997e-08
1.61730768924149e-08,7.24821422942690e-09,1.10459408780983e-08
1.63044704667599e-08,8.32434627914273e-09,1.10932798399427e-08
1.66044730772706e-08,9.21113240289463e-09,1.11427031680642e-08
1.69038349416746e-08,9.69626843097213e-09,1.20698000672526e-08
1.72232595478170e-08,9.20726062302026e-09,1.22332948034683e-08
1.75684698050946e-08,9.42487584778274e-09,1.27579282846922e-08
1.79599400607490e-08,8.83174837770766e-09,1.38234830052934e-08
1.83694417109882e-08,8.68622830074117e-09,1.38804475762775e-08
1.85748394140157e-08,8.10658071434386e-09,1.38033149342520e-08
1.88158791903149e-08,7.19761942134076e-09,1.39175508382940e-08
1.89838926564730e-08,8.05174822564260e-09,1.39553761599045e-08
1.92703903270810e-08,8.74432282703075e-09,1.43525015019633e-08
1.95628359411378e-08,8.23440647844184e-09,1.52324317541709e-08
1.98808611383108e-08,7.75237144422456e-09,1.53406237690080e-08
2.01341254221515e-08,8.11677220683479e-09,1.51678421467128e-08
2.05159355851307e-08,8.75315934665211e-09,1.54189553429628e-08
2.09286252981293e-08,8.28402515786408e-09,1.47056994974609e-08
2.13597441811509e-08,7.90355322063264e-09,1.45582846290197e-08
2.19506084176522e-08,8.22333783728927e-09,1.39687328579934e-08
2.23983632461966e-08,8.41439979334891e-09,1.31495630803112e-08
2.28992167039146e-08,8.40878641918507e-09,1.32511612440722e-08
2.32712551066647e-08,7.18958383523219e-09,1.26249258369815e-08
2.34483444353534e-08,7.65291394274221e-09,1.32122408169923e-08
2.35586279910499e-08,8.33564503428758e-09,1.35800813281613e-08
2.37328500788381e-08,8.66733141543741e-09,1.37949816852056e-08
2.36617798520871e-08,9.08375144357744e-09,1.32433469758257e-08
2.34846864060198e-08,8.80244002734210e-09,1.31103028685275e-08
2.33067965834117e-08,9.35407174167555e-09,1.30993089907839e-08
2.32081444770945e-08,9.33511614147870e-09,1.24445799911402e-08
2.30592413699340e-08,9.96186372866017e-09,1.22723311839408e-08
2.31787672119005e-08,9.83250945533791e-09,1.17849905363562e-08
2.32114318058195e-08,9.35452506817112e-09,1.16639167725906e-08
2.31530307521723e-08,9.40969150942511e-09,1.15940491351274e-08
2.30607562763224e-08,9.80808265385923e-09,1.17677777038969e-08
2.29977048922430e-08,9.85532166284314e-09,1.15022836842702e-08
2.28004508333354e-08,9.20214351444138e-09,1.18411764434646e-08
2.23188050612203e-08,1.03290690843839e-08,1.22418061272616e-08
2.19846702723776e-08,1.05830954789125e-08,1.26492630942465e-08
2.15890763341650e-08,1.02411024892464e-08,1.24956509081548e-08
2.12832187828744e-08,9.96338619100693e-09,1.21176844926868e-08
2.13521319484734e-08,1.00278354441480e-08,1.22398047721121e-08
2.15482633769173e-08,9.07467532797958e-09,1.24157557929443e-08
2.16534286581125e-08,9.14372248682877e-09,1.28369464335575e-08
2.16865678176545e-08,9.13916687330369e-09,1.36725030912474e-08
2.16064537784179e-08,9.10115091351605e-09,1.44548913127797e-08
2.17597981307999e-08,8.62874329941344e-09,1.42179755723173e-08
2.19588331726252e-08,8.19488558176131e-09,1.42099813182596e-08
2.21389255367671e-08,7.63214555590455e-09,1.43522001699695e-08
2.23068905405506e-08,7.55472468964216e-09,1.48313936613842e-08
2.24414762289726e-08,7.71705388766631e-09,1.54254479308975e-08
2.25334750849308e-08,8.24820410424862e-09,1.57649284524552e-08
2.24889695682199e-08,7.98880182289859e-09,1.62628040910986e-08
2.24302567700355e-08,8.21508546613937e-09,1.63215204765096e-08
2.22700709855632e-08,7.28981920093819e-09,1.59276923398392e-08
2.22881474118086e-08,7.34576272900172e-09,1.60152142960808e-08
2.23444253902492e-08,7.67014099462366e-09,1.63984839350447e-08
2.23225245156317e-08,7.66990316620947e-09,1.59532450564467e-08
2.17494882051394e-08,8.34237527197839e-09,1.53169059323772e-08
2.16600834880020e-08,8.42894576371213e-09,1.40414312529379e-08
2.12509954846209e-08,9.18097912486764e-09,1.32144179125326e-08
2.06837217348756e-08,9.16981730042023e-09,1.26669953477886e-08
1.97309958807504e-08,8.57761690890697e-09,1.24426206365418e-08
1.91554234553201e-08,7.86714946472616e-09,1.23019323749537e-08
1.85542224579553e-08,7.25708225687558e-09,1.22237090408213e-08
1.80169466482712e-08,8.35763138724907e-09,1.25310480917972e-08
1.77388963309191e-08,8.15163748798816e-09,1.34365281716051e-08
1.73355143057592e-08,7.95988567662112e-09,1.37761114103448e-08
1.68830036656966e-08,7.56765402078612e-09,1.42566746303417e-08
1.63357774898816e-08,7.70344092660536e-09,1.42551412787904e-08
1.68085917888393e-08,7.51910565670597e-09,1.42005673870508e-08
1.63158210627830e-08,7.34562157213268e-09,1.42445155781807e-08
1.62043262190093e-08,6.88670851163358e-09,1.45416087580267e-08
1.60597516443479e-08,6.44614242434667e-09,1.46374132970949e-08
1.56497108061357e-08,6.47120289202387e-09,1.46957268691750e-08
1.49073191116094e-08,6.67807491684347e-09,1.47001089773979e-08
1.42687702352773e-08,6.15935157084218e-09,1.46054287994829e-08
1.38247372917720e-08,6.15719849578436e-09,1.47004608029664e-08
1.44787908876259e-08,5.81003355380004e-09,1.42341791889108e-08
1.48781843810439e-08,5.83248402803922e-09,1.46352919153412e-08
1.64893271333893e-08,5.87729285040128e-09,1.41602679304706e-08
1.69560834356975e-08,5.79971571164671e-09,1.38647716859236e-08
1.67740870356338e-08,5.45674919879998e-09,1.33421512659479e-08
1.63355624843605e-08,6.22241888133862e-09,1.27619548221587e-08
1.66037917275390e-08,5.29435261939850e-09,1.15075652047864e-08
1.71026521409272e-08,5.13611720110327e-09,1.14298101392201e-08
1.78839460392411e-08,5.56727152708782e-09,1.14240425599984e-08
1.83312229198562e-08,6.10839035378756e-09,1.12199987096710e-08
1.84071681107982e-08,6.29520795416308e-09,9.77001374625430e-09
1.76948025511215e-08,5.66285735447003e-09,7.40489245609860e-09
1.44287108892927e-08,5.49981901514682e-09,8.73943392046650e-09
1.59936511309306e-08,6.02961663342025e-09,8.13871859482638e-09
1.67030919135117e-08,5.85039206160144e-09,7.81831613115737e-09
1.63525129709936e-08,5.92602147903685e-09,8.09059428333982e-09
1.81994074426789e-08,6.03380292137862e-09,8.09512339022279e-09
1.89462311000435e-08,5.98859218563158e-09,7.15736900201639e-09
1.93730741285742e-08,5.99078842320954e-09,7.02036722255990e-09
1.97315735094890e-08,5.69042570450493e-09,6.81197550566945e-09
1.99691940862918e-08,5.98256336969338e-09,8.53386283682563e-09
2.02015523479466e-08,6.72696191647264e-09,9.91373407530211e-09
2.03701668518356e-08,7.35904316351480e-09,9.52490204069169e-09
2.06792604743890e-08,7.75915262676721e-09,9.07887157689118e-09
2.08485590612130e-08,7.73780572616385e-09,8.66767872349511e-09
2.09750036592311e-08,7.97222845471462e-09,8.12170031041654e-09
2.11749708400942e-08,7.74433465840734e-09,7.94725450160198e-09
2.11484757453005e-08,6.98216077778380e-09,8.11641569835871e-09
2.13655125533957e-08,7.43213724186374e-09,8.39953498169372e-09
2.15109002184005e-08,6.98787281440794e-09,8.72115260095211e-09
2.14580987267242e-08,7.13932251606933e-09,8.83913156265027e-09
2.14166519898235e-08,6.58527889416839e-09,8.76888318594280e-09
2.14791451946889e-08,6.89671223913169e-09,8.96359978110895e-09
2.14436910005290e-08,6.64003878219409e-09,8.49585841090976e-09
2.15007898339011e-08,7.40951677566549e-09,8.41231324131226e-09
2.14095508346913e-08,7.67738321045875e-09,8.24939160680581e-09
2.14559371850976e-08,7.44206324417770e-09,7.98326625599329e-09
2.14719912878679e-08,7.59623422269972e-09,7.98385469660978e-09
2.15240320487883e-08,7.69520187122759e-09,8.16303043122043e-09
2.14477449179183e-08,7.77288469390496e-09,8.40009947306928e-09
